,Vector ID,Year,Province,Labour force characteristics,Sex,Unit of Measure,Value,Coordinate
11096,v1063542955,2021,Prince Edward Island,Population,Males,Persons,51.2,3.1.2.8
11097,v1063542956,2021,Prince Edward Island,Population,Males,Persons,4.8,3.1.2.9
11098,v1063542957,2021,Prince Edward Island,Population,Males,Persons,6.3,3.1.2.10
11099,v1063542958,2021,Prince Edward Island,Population,Males,Persons,5.8,3.1.2.11
11100,v1063542959,2021,Prince Edward Island,Population,Males,Persons,4.5,3.1.2.12
11101,v1063542960,2021,Prince Edward Island,Population,Males,Persons,4.6,3.1.2.13
11102,v1063542961,2021,Prince Edward Island,Population,Males,Persons,4.5,3.1.2.14
11103,v1063542962,2021,Prince Edward Island,Population,Males,Persons,4.6,3.1.2.15
11104,v1063542963,2021,Prince Edward Island,Population,Males,Persons,5.2,3.1.2.16
11105,v1063542964,2021,Prince Edward Island,Population,Males,Persons,5.6,3.1.2.17
11106,v1063542965,2021,Prince Edward Island,Population,Males,Persons,5.4,3.1.2.18
11107,v1063542966,2021,Prince Edward Island,Population,Males,Persons,14.7,3.1.2.19
11108,v1063542967,2021,Prince Edward Island,Population,Males,Persons,4.9,3.1.2.20
11109,v1063542968,2021,Prince Edward Island,Population,Males,Persons,9.8,3.1.2.21
11110,v1063542970,2021,Prince Edward Island,Population,Females,Persons,68.4,3.1.3.1
11111,v1063542971,2021,Prince Edward Island,Population,Females,Persons,9.9,3.1.3.2
11112,v1063542972,2021,Prince Edward Island,Population,Females,Persons,58.5,3.1.3.3
11113,v1063542973,2021,Prince Edward Island,Population,Females,Persons,19.4,3.1.3.4
11114,v1063542991,2021,Prince Edward Island,Population,Females,Persons,22.2,3.1.3.22
11115,v1063542974,2021,Prince Edward Island,Population,Females,Persons,39.1,3.1.3.5
11116,v1063542975,2021,Prince Edward Island,Population,Females,Persons,29.7,3.1.3.6
11117,v1063542976,2021,Prince Edward Island,Population,Females,Persons,28.7,3.1.3.7
11118,v1063542977,2021,Prince Edward Island,Population,Females,Persons,51.5,3.1.3.8
11119,v1063542978,2021,Prince Edward Island,Population,Females,Persons,4.6,3.1.3.9
11120,v1063542979,2021,Prince Edward Island,Population,Females,Persons,5.3,3.1.3.10
11121,v1063542980,2021,Prince Edward Island,Population,Females,Persons,5.1,3.1.3.11
11122,v1063542981,2021,Prince Edward Island,Population,Females,Persons,4.7,3.1.3.12
11123,v1063542982,2021,Prince Edward Island,Population,Females,Persons,4.7,3.1.3.13
11124,v1063542983,2021,Prince Edward Island,Population,Females,Persons,4.9,3.1.3.14
11125,v1063542984,2021,Prince Edward Island,Population,Females,Persons,5.2,3.1.3.15
11126,v1063542985,2021,Prince Edward Island,Population,Females,Persons,5.1,3.1.3.16
11127,v1063542986,2021,Prince Edward Island,Population,Females,Persons,5.9,3.1.3.17
11128,v1063542987,2021,Prince Edward Island,Population,Females,Persons,5.9,3.1.3.18
11129,v1063542988,2021,Prince Edward Island,Population,Females,Persons,16.9,3.1.3.19
11130,v1063542989,2021,Prince Edward Island,Population,Females,Persons,5.3,3.1.3.20
11131,v1063542990,2021,Prince Edward Island,Population,Females,Persons,11.6,3.1.3.21
11132,v1063543014,2021,Prince Edward Island,Labour force,Males,Persons,46.9,3.2.2.1
11133,v1063543015,2021,Prince Edward Island,Labour force,Males,Persons,7.7,3.2.2.2
11134,v1063543016,2021,Prince Edward Island,Labour force,Males,Persons,39.2,3.2.2.3
11135,v1063543017,2021,Prince Edward Island,Labour force,Males,Persons,17.8,3.2.2.4
11136,v1063543035,2021,Prince Edward Island,Labour force,Males,Persons,17.5,3.2.2.22
11137,v1063543018,2021,Prince Edward Island,Labour force,Males,Persons,21.4,3.2.2.5
11138,v1063543019,2021,Prince Edward Island,Labour force,Males,Persons,26.8,3.2.2.6
11139,v1063543020,2021,Prince Edward Island,Labour force,Males,Persons,12.3,3.2.2.7
11140,v1063543021,2021,Prince Edward Island,Labour force,Males,Persons,43.0,3.2.2.8
11141,v1063543022,2021,Prince Edward Island,Labour force,Males,Persons,2.6,3.2.2.9
11142,v1063543023,2021,Prince Edward Island,Labour force,Males,Persons,5.2,3.2.2.10
11143,v1063543024,2021,Prince Edward Island,Labour force,Males,Persons,5.2,3.2.2.11
11144,v1063543025,2021,Prince Edward Island,Labour force,Males,Persons,4.2,3.2.2.12
11145,v1063543026,2021,Prince Edward Island,Labour force,Males,Persons,4.3,3.2.2.13
11146,v1063543027,2021,Prince Edward Island,Labour force,Males,Persons,4.1,3.2.2.14
11147,v1063543028,2021,Prince Edward Island,Labour force,Males,Persons,4.3,3.2.2.15
11148,v1063543029,2021,Prince Edward Island,Labour force,Males,Persons,4.8,3.2.2.16
11149,v1063543030,2021,Prince Edward Island,Labour force,Males,Persons,4.6,3.2.2.17
11150,v1063543031,2021,Prince Edward Island,Labour force,Males,Persons,3.8,3.2.2.18
11151,v1063543032,2021,Prince Edward Island,Labour force,Males,Persons,3.9,3.2.2.19
11152,v1063543033,2021,Prince Edward Island,Labour force,Males,Persons,2.2,3.2.2.20
11153,v1063543034,2021,Prince Edward Island,Labour force,Males,Persons,1.7,3.2.2.21
11154,v1063543036,2021,Prince Edward Island,Labour force,Females,Persons,41.6,3.2.3.1
11155,v1063543037,2021,Prince Edward Island,Labour force,Females,Persons,6.5,3.2.3.2
11156,v1063543038,2021,Prince Edward Island,Labour force,Females,Persons,35.1,3.2.3.3
11157,v1063543039,2021,Prince Edward Island,Labour force,Females,Persons,17.0,3.2.3.4
11158,v1063543057,2021,Prince Edward Island,Labour force,Females,Persons,16.3,3.2.3.22
11159,v1063543040,2021,Prince Edward Island,Labour force,Females,Persons,18.1,3.2.3.5
11160,v1063543041,2021,Prince Edward Island,Labour force,Females,Persons,25.6,3.2.3.6
11161,v1063543042,2021,Prince Edward Island,Labour force,Females,Persons,9.5,3.2.3.7
11162,v1063543043,2021,Prince Edward Island,Labour force,Females,Persons,39.8,3.2.3.8
11163,v1063543044,2021,Prince Edward Island,Labour force,Females,Persons,2.5,3.2.3.9
11164,v1063543045,2021,Prince Edward Island,Labour force,Females,Persons,4.0,3.2.3.10
11165,v1063543046,2021,Prince Edward Island,Labour force,Females,Persons,4.4,3.2.3.11
11166,v1063543047,2021,Prince Edward Island,Labour force,Females,Persons,4.3,3.2.3.12
11167,v1063543048,2021,Prince Edward Island,Labour force,Females,Persons,4.1,3.2.3.13
11168,v1063543049,2021,Prince Edward Island,Labour force,Females,Persons,4.3,3.2.3.14
11169,v1063543050,2021,Prince Edward Island,Labour force,Females,Persons,4.4,3.2.3.15
11170,v1063543051,2021,Prince Edward Island,Labour force,Females,Persons,4.3,3.2.3.16
11171,v1063543052,2021,Prince Edward Island,Labour force,Females,Persons,4.5,3.2.3.17
11172,v1063543053,2021,Prince Edward Island,Labour force,Females,Persons,3.1,3.2.3.18
11173,v1063543054,2021,Prince Edward Island,Labour force,Females,Persons,1.8,3.2.3.19
11174,v1063543055,2021,Prince Edward Island,Labour force,Females,Persons,1.2,3.2.3.20
11175,v1063543056,2021,Prince Edward Island,Labour force,Females,Persons,0.6,3.2.3.21
11176,v1063543080,2021,Prince Edward Island,Employment,Males,Persons,41.8,3.3.2.1
11177,v1063543081,2021,Prince Edward Island,Employment,Males,Persons,6.5,3.3.2.2
11178,v1063543082,2021,Prince Edward Island,Employment,Males,Persons,35.3,3.3.2.3
11179,v1063543083,2021,Prince Edward Island,Employment,Males,Persons,16.2,3.3.2.4
11180,v1063543101,2021,Prince Edward Island,Employment,Males,Persons,15.6,3.3.2.22
11181,v1063543084,2021,Prince Edward Island,Employment,Males,Persons,19.1,3.3.2.5
11182,v1063543085,2021,Prince Edward Island,Employment,Males,Persons,24.2,3.3.2.6
11183,v1063543086,2021,Prince Edward Island,Employment,Males,Persons,11.0,3.3.2.7
11184,v1063543087,2021,Prince Edward Island,Employment,Males,Persons,38.3,3.3.2.8
11185,v1063543088,2021,Prince Edward Island,Employment,Males,Persons,2.1,3.3.2.9
11186,v1063543089,2021,Prince Edward Island,Employment,Males,Persons,4.4,3.3.2.10
11187,v1063543090,2021,Prince Edward Island,Employment,Males,Persons,4.7,3.3.2.11
11188,v1063543091,2021,Prince Edward Island,Employment,Males,Persons,3.9,3.3.2.12
11189,v1063543092,2021,Prince Edward Island,Employment,Males,Persons,3.9,3.3.2.13
11190,v1063543093,2021,Prince Edward Island,Employment,Males,Persons,3.7,3.3.2.14
11191,v1063543094,2021,Prince Edward Island,Employment,Males,Persons,3.8,3.3.2.15
11192,v1063543095,2021,Prince Edward Island,Employment,Males,Persons,4.2,3.3.2.16
11193,v1063543096,2021,Prince Edward Island,Employment,Males,Persons,4.1,3.3.2.17
11194,v1063543097,2021,Prince Edward Island,Employment,Males,Persons,3.5,3.3.2.18
11195,v1063543098,2021,Prince Edward Island,Employment,Males,Persons,3.5,3.3.2.19
11196,v1063543099,2021,Prince Edward Island,Employment,Males,Persons,1.9,3.3.2.20
11197,v1063543100,2021,Prince Edward Island,Employment,Males,Persons,1.6,3.3.2.21
11198,v1063543102,2021,Prince Edward Island,Employment,Females,Persons,38.1,3.3.3.1
11199,v1063543103,2021,Prince Edward Island,Employment,Females,Persons,5.8,3.3.3.2
11200,v1063543104,2021,Prince Edward Island,Employment,Females,Persons,32.3,3.3.3.3
11201,v1063543105,2021,Prince Edward Island,Employment,Females,Persons,15.7,3.3.3.4
11202,v1063543123,2021,Prince Edward Island,Employment,Females,Persons,15.1,3.3.3.22
11203,v1063543106,2021,Prince Edward Island,Employment,Females,Persons,16.6,3.3.3.5
11204,v1063543107,2021,Prince Edward Island,Employment,Females,Persons,23.9,3.3.3.6
11205,v1063543108,2021,Prince Edward Island,Employment,Females,Persons,8.5,3.3.3.7
11206,v1063543109,2021,Prince Edward Island,Employment,Females,Persons,36.5,3.3.3.8
11207,v1063543110,2021,Prince Edward Island,Employment,Females,Persons,2.1,3.3.3.9
11208,v1063543111,2021,Prince Edward Island,Employment,Females,Persons,3.7,3.3.3.10
11209,v1063543112,2021,Prince Edward Island,Employment,Females,Persons,4.0,3.3.3.11
11210,v1063543113,2021,Prince Edward Island,Employment,Females,Persons,3.9,3.3.3.12
11211,v1063543114,2021,Prince Edward Island,Employment,Females,Persons,3.8,3.3.3.13
11212,v1063543115,2021,Prince Edward Island,Employment,Females,Persons,4.0,3.3.3.14
11213,v1063543116,2021,Prince Edward Island,Employment,Females,Persons,4.2,3.3.3.15
11214,v1063543117,2021,Prince Edward Island,Employment,Females,Persons,4.0,3.3.3.16
11215,v1063543118,2021,Prince Edward Island,Employment,Females,Persons,4.2,3.3.3.17
11216,v1063543119,2021,Prince Edward Island,Employment,Females,Persons,2.7,3.3.3.18
11217,v1063543120,2021,Prince Edward Island,Employment,Females,Persons,1.6,3.3.3.19
11218,v1063543121,2021,Prince Edward Island,Employment,Females,Persons,1.0,3.3.3.20
11219,v1063543122,2021,Prince Edward Island,Employment,Females,Persons,0.6,3.3.3.21
11220,v1063543146,2021,Prince Edward Island,Full-time employment,Males,Persons,36.9,3.4.2.1
11221,v1063543147,2021,Prince Edward Island,Full-time employment,Males,Persons,4.5,3.4.2.2
11222,v1063543148,2021,Prince Edward Island,Full-time employment,Males,Persons,32.4,3.4.2.3
11223,v1063543149,2021,Prince Edward Island,Full-time employment,Males,Persons,15.4,3.4.2.4
11224,v1063543167,2021,Prince Edward Island,Full-time employment,Males,Persons,14.6,3.4.2.22
11225,v1063543150,2021,Prince Edward Island,Full-time employment,Males,Persons,17.0,3.4.2.5
11226,v1063543151,2021,Prince Edward Island,Full-time employment,Males,Persons,23.1,3.4.2.6
11227,v1063543152,2021,Prince Edward Island,Full-time employment,Males,Persons,9.3,3.4.2.7
11228,v1063543153,2021,Prince Edward Island,Full-time employment,Males,Persons,34.5,3.4.2.8
11229,v1063543154,2021,Prince Edward Island,Full-time employment,Males,Persons,0.9,3.4.2.9
11230,v1063543155,2021,Prince Edward Island,Full-time employment,Males,Persons,3.6,3.4.2.10
11231,v1063543156,2021,Prince Edward Island,Full-time employment,Males,Persons,4.4,3.4.2.11
11232,v1063543157,2021,Prince Edward Island,Full-time employment,Males,Persons,3.7,3.4.2.12
11233,v1063543158,2021,Prince Edward Island,Full-time employment,Males,Persons,3.6,3.4.2.13
11234,v1063543159,2021,Prince Edward Island,Full-time employment,Males,Persons,3.6,3.4.2.14
11235,v1063543160,2021,Prince Edward Island,Full-time employment,Males,Persons,3.7,3.4.2.15
11236,v1063543161,2021,Prince Edward Island,Full-time employment,Males,Persons,4.0,3.4.2.16
11237,v1063543162,2021,Prince Edward Island,Full-time employment,Males,Persons,3.9,3.4.2.17
11238,v1063543163,2021,Prince Edward Island,Full-time employment,Males,Persons,3.1,3.4.2.18
11239,v1063543164,2021,Prince Edward Island,Full-time employment,Males,Persons,2.4,3.4.2.19
11240,v1063543165,2021,Prince Edward Island,Full-time employment,Males,Persons,1.5,3.4.2.20
11241,v1063543166,2021,Prince Edward Island,Full-time employment,Males,Persons,0.9,3.4.2.21
11242,v1063543168,2021,Prince Edward Island,Full-time employment,Females,Persons,30.0,3.4.3.1
11243,v1063543169,2021,Prince Edward Island,Full-time employment,Females,Persons,3.4,3.4.3.2
11244,v1063543170,2021,Prince Edward Island,Full-time employment,Females,Persons,26.6,3.4.3.3
11245,v1063543171,2021,Prince Edward Island,Full-time employment,Females,Persons,13.5,3.4.3.4
11246,v1063543189,2021,Prince Edward Island,Full-time employment,Females,Persons,12.3,3.4.3.22
11247,v1063543172,2021,Prince Edward Island,Full-time employment,Females,Persons,13.0,3.4.3.5
11248,v1063543173,2021,Prince Edward Island,Full-time employment,Females,Persons,20.7,3.4.3.6
11249,v1063543174,2021,Prince Edward Island,Full-time employment,Females,Persons,5.9,3.4.3.7
11250,v1063543175,2021,Prince Edward Island,Full-time employment,Females,Persons,29.3,3.4.3.8
11251,v1063543176,2021,Prince Edward Island,Full-time employment,Females,Persons,0.6,3.4.3.9
11252,v1063543177,2021,Prince Edward Island,Full-time employment,Females,Persons,2.9,3.4.3.10
11253,v1063543178,2021,Prince Edward Island,Full-time employment,Females,Persons,3.7,3.4.3.11
11254,v1063543179,2021,Prince Edward Island,Full-time employment,Females,Persons,3.3,3.4.3.12
11255,v1063543180,2021,Prince Edward Island,Full-time employment,Females,Persons,3.2,3.4.3.13
11256,v1063543181,2021,Prince Edward Island,Full-time employment,Females,Persons,3.4,3.4.3.14
11257,v1063543182,2021,Prince Edward Island,Full-time employment,Females,Persons,3.6,3.4.3.15
11258,v1063543183,2021,Prince Edward Island,Full-time employment,Females,Persons,3.5,3.4.3.16
11259,v1063543184,2021,Prince Edward Island,Full-time employment,Females,Persons,3.3,3.4.3.17
11260,v1063543185,2021,Prince Edward Island,Full-time employment,Females,Persons,1.9,3.4.3.18
11261,v1063543186,2021,Prince Edward Island,Full-time employment,Females,Persons,0.8,3.4.3.19
11262,v1063543187,2021,Prince Edward Island,Full-time employment,Females,Persons,0.5,3.4.3.20
11263,v1063543188,2021,Prince Edward Island,Full-time employment,Females,Persons,0.2,3.4.3.21
11264,v1063543212,2021,Prince Edward Island,Part-time employment,Males,Persons,4.9,3.5.2.1
11265,v1063543213,2021,Prince Edward Island,Part-time employment,Males,Persons,2.0,3.5.2.2
11266,v1063543214,2021,Prince Edward Island,Part-time employment,Males,Persons,2.8,3.5.2.3
11267,v1063543215,2021,Prince Edward Island,Part-time employment,Males,Persons,0.8,3.5.2.4
11268,v1063543233,2021,Prince Edward Island,Part-time employment,Males,Persons,1.0,3.5.2.22
11269,v1063543216,2021,Prince Edward Island,Part-time employment,Males,Persons,2.1,3.5.2.5
11270,v1063543217,2021,Prince Edward Island,Part-time employment,Males,Persons,1.1,3.5.2.6
11271,v1063543218,2021,Prince Edward Island,Part-time employment,Males,Persons,1.7,3.5.2.7
11272,v1063543219,2021,Prince Edward Island,Part-time employment,Males,Persons,3.8,3.5.2.8
11273,v1063543220,2021,Prince Edward Island,Part-time employment,Males,Persons,1.2,3.5.2.9
11274,v1063543221,2021,Prince Edward Island,Part-time employment,Males,Persons,0.8,3.5.2.10
11275,v1063543222,2021,Prince Edward Island,Part-time employment,Males,Persons,0.3,3.5.2.11
11276,v1063543223,2021,Prince Edward Island,Part-time employment,Males,Persons,,3.5.2.12
11277,v1063543224,2021,Prince Edward Island,Part-time employment,Males,Persons,0.2,3.5.2.13
11278,v1063543225,2021,Prince Edward Island,Part-time employment,Males,Persons,,3.5.2.14
11279,v1063543226,2021,Prince Edward Island,Part-time employment,Males,Persons,,3.5.2.15
11280,v1063543227,2021,Prince Edward Island,Part-time employment,Males,Persons,,3.5.2.16
11281,v1063543228,2021,Prince Edward Island,Part-time employment,Males,Persons,0.2,3.5.2.17
11282,v1063543229,2021,Prince Edward Island,Part-time employment,Males,Persons,0.4,3.5.2.18
11283,v1063543230,2021,Prince Edward Island,Part-time employment,Males,Persons,1.1,3.5.2.19
11284,v1063543231,2021,Prince Edward Island,Part-time employment,Males,Persons,0.4,3.5.2.20
11285,v1063543232,2021,Prince Edward Island,Part-time employment,Males,Persons,0.7,3.5.2.21
11286,v1063543234,2021,Prince Edward Island,Part-time employment,Females,Persons,8.1,3.5.3.1
11287,v1063543235,2021,Prince Edward Island,Part-time employment,Females,Persons,2.3,3.5.3.2
11288,v1063543236,2021,Prince Edward Island,Part-time employment,Females,Persons,5.8,3.5.3.3
11289,v1063543237,2021,Prince Edward Island,Part-time employment,Females,Persons,2.2,3.5.3.4
11290,v1063543255,2021,Prince Edward Island,Part-time employment,Females,Persons,2.8,3.5.3.22
11291,v1063543238,2021,Prince Edward Island,Part-time employment,Females,Persons,3.6,3.5.3.5
11292,v1063543239,2021,Prince Edward Island,Part-time employment,Females,Persons,3.2,3.5.3.6
11293,v1063543240,2021,Prince Edward Island,Part-time employment,Females,Persons,2.5,3.5.3.7
11294,v1063543241,2021,Prince Edward Island,Part-time employment,Females,Persons,7.3,3.5.3.8
11295,v1063543242,2021,Prince Edward Island,Part-time employment,Females,Persons,1.5,3.5.3.9
11296,v1063543243,2021,Prince Edward Island,Part-time employment,Females,Persons,0.8,3.5.3.10
11297,v1063543244,2021,Prince Edward Island,Part-time employment,Females,Persons,0.3,3.5.3.11
11298,v1063543245,2021,Prince Edward Island,Part-time employment,Females,Persons,,3.5.3.12
11299,v1063543246,2021,Prince Edward Island,Part-time employment,Females,Persons,0.6,3.5.3.13
11300,v1063543247,2021,Prince Edward Island,Part-time employment,Females,Persons,,3.5.3.14
